filename,true_class,score
lfw_000_Jose_Carlo_Fernandez.jpg,Yabanci,0.860277
lfw_001_Ludivine_Sagnier.jpg,Yabanci,0.703268
lfw_002_Nicolas_Escude.jpg,Yabanci,0.904750
lfw_003_Doris_Schroeder.jpg,Yabanci,0.604580
lfw_004_Kalpana_Chawla.jpg,Yabanci,0.806092
lfw_005_Ricardo_Lagos.jpg,Yabanci,0.795290
lfw_006_Mark_Richt.jpg,Yabanci,0.848195
lfw_007_Nestor_Kirchner.jpg,Yabanci,0.872953
lfw_008_Hamid_Karzai.jpg,Yabanci,0.847877
lfw_009_Lou_Piniella.jpg,Yabanci,0.873850
lfw_010_Alistair_MacDonald.jpg,Yabanci,0.901411
lfw_011_Arturo_Gatti.jpg,Yabanci,0.677855
lfw_012_Hu_Jintao.jpg,Yabanci,0.881544
lfw_013_Tony_Blair.jpg,Yabanci,0.889904
lfw_014_George_W_Bush.jpg,Yabanci,0.796565
lfw_015_Alan_Ball.jpg,Yabanci,0.866226
lfw_016_Demetrius_Ferraciu.jpg,Yabanci,0.587988
lfw_017_Charles_Tannok.jpg,Yabanci,0.774643
lfw_018_Amram_Mitzna.jpg,Yabanci,0.845212
lfw_019_Hisashi_Owada.jpg,Yabanci,0.846982
lfw_020_Lindy_Ruff.jpg,Yabanci,0.842382
lfw_021_Li_Ruihuan.jpg,Yabanci,0.917297
lfw_022_Raf_Vallone.jpg,Yabanci,0.817268
lfw_023_Kevin_Satterfield.jpg,Yabanci,0.865750
lfw_024_Mehdi_Baala.jpg,Yabanci,0.823172
lfw_025_Dan_Monson.jpg,Yabanci,0.795164
lfw_026_Fernando_Henrique_Cardoso.jpg,Yabanci,0.794870
lfw_027_Gloria_Macapagal_Arroyo.jpg,Yabanci,0.887372
lfw_028_Roman_Polanski.jpg,Yabanci,0.781687
lfw_029_Tim_Floyd.jpg,Yabanci,0.735894
lfw_030_Silvia_Farina_Elia.jpg,Yabanci,0.900956
lfw_031_Mahmoud_Abbas.jpg,Yabanci,0.762837
lfw_032_Spencer_Abraham.jpg,Yabanci,0.856515
lfw_033_Costas_Simitis.jpg,Yabanci,0.845215
lfw_034_Debra_Yang.jpg,Yabanci,0.714009
lfw_035_Tariq_Aziz.jpg,Yabanci,0.755380
lfw_036_Maggie_Smith.jpg,Yabanci,0.715002
lfw_037_Nancy_Pelosi.jpg,Yabanci,0.763118
lfw_038_Shimon_Peres.jpg,Yabanci,0.778658
lfw_039_Brigitte_Boisselier.jpg,Yabanci,0.804348
lfw_040_Judith_Nathan.jpg,Yabanci,0.800971
lfw_041_Bill_Frist.jpg,Yabanci,0.850408
lfw_042_Han_Sung_Joo.jpg,Yabanci,0.799595
lfw_043_Claudia_Pechstein.jpg,Yabanci,0.779489
lfw_044_John_Allen_Muhammad.jpg,Yabanci,0.831575
lfw_045_Bulent_Ecevit.jpg,Yabanci,0.836686
lfw_046_James_Kelly.jpg,Yabanci,0.750310
lfw_047_Dick_Devine.jpg,Yabanci,0.838933
lfw_048_Jack_Straw.jpg,Yabanci,0.695019
lfw_049_Elizabeth_Hurley.jpg,Yabanci,0.631491
lfw_050_Jennifer_Lopez.jpg,Yabanci,0.799164
lfw_051_Jennifer_Capriati.jpg,Yabanci,0.850769
lfw_052_Peter_Arnett.jpg,Yabanci,0.955898
lfw_053_Bill_Clinton.jpg,Yabanci,0.846799
lfw_054_James_Watt.jpg,Yabanci,0.842352
lfw_055_Donald_Rumsfeld.jpg,Yabanci,0.754137
lfw_056_David_Rivkin_Jr.jpg,Yabanci,0.884331
lfw_057_David_Beckham.jpg,Yabanci,0.769028
lfw_058_Al_Gore.jpg,Yabanci,0.978565
lfw_059_Saddam_Hussein.jpg,Yabanci,0.686916
lfw_060_Roger_Corbett.jpg,Yabanci,0.833358
lfw_061_Karen_Mok.jpg,Yabanci,0.786983
lfw_062_Svetlana_Belousova.jpg,Yabanci,0.845620
lfw_063_Kim_Hong-gul.jpg,Yabanci,0.833229
lfw_064_Kate_Hudson.jpg,Yabanci,0.734718
lfw_065_Matt_Dillon.jpg,Yabanci,0.895252
lfw_066_Carlos_Menem.jpg,Yabanci,0.749419
lfw_067_Eric_Lindros.jpg,Yabanci,0.705674
lfw_068_Daryl_Hannah.jpg,Yabanci,0.784956
lfw_069_Celso_Amorim.jpg,Yabanci,0.889101
lfw_070_Sandra_Bullock.jpg,Yabanci,0.915667
lfw_071_Colin_Powell.jpg,Yabanci,0.779613
lfw_072_Michael_Powell.jpg,Yabanci,0.896084
lfw_073_Kofi_Annan.jpg,Yabanci,0.867548
lfw_074_Drew_Barrymore.jpg,Yabanci,0.747175
lfw_075_Justine_Henin.jpg,Yabanci,0.750503
lfw_076_Gerhard_Schroeder.jpg,Yabanci,0.749965
lfw_077_Juljia_Vysotskij.jpg,Yabanci,0.857214
lfw_078_Kang_Gum-sil.jpg,Yabanci,0.838266
lfw_079_Mack_Brown.jpg,Yabanci,0.827604
lfw_080_Alex_Wallau.jpg,Yabanci,0.833120
lfw_081_Taylyn_Solomon.jpg,Yabanci,0.775130
lfw_082_Bob_Hope.jpg,Yabanci,0.718562
lfw_083_Leonid_Kuchma.jpg,Yabanci,0.799750
lfw_084_Fernando_Hierro.jpg,Yabanci,0.759282
lfw_085_Steven_Spielberg.jpg,Yabanci,0.821835
lfw_086_Ariel_Sharon.jpg,Yabanci,0.723053
lfw_087_Stephen_Funk.jpg,Yabanci,0.906249
lfw_088_Nancy_Kerrigan.jpg,Yabanci,0.745981
lfw_089_LeBron_James.jpg,Yabanci,0.744205
lfw_090_Shane_Phillips.jpg,Yabanci,0.954926
lfw_091_Brian_Florence.jpg,Yabanci,0.700346
lfw_092_James_Cameron.jpg,Yabanci,0.770572
lfw_093_Shaukat_Aziz.jpg,Yabanci,0.846355
lfw_094_Patty_Schnyder.jpg,Yabanci,0.829818
lfw_095_Raja_Ibrahim.jpg,Yabanci,0.637005
lfw_096_Elizabeth_Pena.jpg,Yabanci,0.668103
lfw_097_Justin_Wilson.jpg,Yabanci,0.877924
lfw_098_Irwan_Fadzi_Idris.jpg,Yabanci,0.854810
lfw_099_Vanessa_Williams.jpg,Yabanci,0.741227
lfw_100_Franklin_Brown.jpg,Yabanci,0.915738
lfw_101_Mikhail_Youzhny.jpg,Yabanci,0.808488
lfw_102_Chung_Mong-joon.jpg,Yabanci,0.780329
lfw_103_Hillary_Clinton.jpg,Yabanci,0.799556
lfw_104_Thomas_Cloyd.jpg,Yabanci,0.801804
lfw_105_Sergio_Vieira_De_Mello.jpg,Yabanci,0.776858
lfw_106_David_Dewhurst.jpg,Yabanci,0.711063
lfw_107_Li_Changchun.jpg,Yabanci,0.898152
lfw_108_Bill_Nelson.jpg,Yabanci,0.732798
lfw_109_Latrell_Sprewell.jpg,Yabanci,0.799134
lfw_110_Rodrigo_Borja.jpg,Yabanci,0.728761
lfw_111_Thanongsak_Tuvinan.jpg,Yabanci,0.861310
lfw_112_Claire_Leger.jpg,Yabanci,0.832898
lfw_113_James_Meeks.jpg,Yabanci,0.834857
lfw_114_Suzanne_Torrance.jpg,Yabanci,0.817600
lfw_115_Jelena_Dokic.jpg,Yabanci,0.832173
lfw_116_Antonio_Palocci.jpg,Yabanci,0.913112
lfw_117_Jessica_Biel.jpg,Yabanci,0.845411
lfw_118_Judi_Patton.jpg,Yabanci,0.769818
lfw_119_Svetislav_Pesic.jpg,Yabanci,0.809465
lfw_120_Alvaro_Uribe.jpg,Yabanci,0.879968
lfw_121_Richard_Sambrook.jpg,Yabanci,0.858295
lfw_122_Audrey_Lacroix.jpg,Yabanci,0.707523
lfw_123_Tiffany_Limos.jpg,Yabanci,0.729161
lfw_124_Joe_Gatti.jpg,Yabanci,0.773486
lfw_125_Donald_Pettit.jpg,Yabanci,0.840710
lfw_126_Queen_Noor.jpg,Yabanci,0.860295
lfw_127_Gary_Winnick.jpg,Yabanci,0.796376
lfw_128_Donald_Fehr.jpg,Yabanci,0.877748
lfw_129_Yevgeny_Kafelnikov.jpg,Yabanci,0.789406
lfw_130_John_Kerry.jpg,Yabanci,0.828604
lfw_131_Matt_Doherty.jpg,Yabanci,0.825264
lfw_132_Clay_Aiken.jpg,Yabanci,0.848634
lfw_133_Steve_Ballmer.jpg,Yabanci,0.861256
lfw_134_Lane_Bryant.jpg,Yabanci,0.829881
lfw_135_Matt_Damon.jpg,Yabanci,0.842495
lfw_136_Tim_Henman.jpg,Yabanci,0.764468
lfw_137_Jim_Furyk.jpg,Yabanci,0.857898
lfw_138_Turner_Gill.jpg,Yabanci,0.855144
lfw_139_Pete_Rose.jpg,Yabanci,0.759284
lfw_140_Martin_Frost.jpg,Yabanci,0.900248
lfw_141_Alicia_Molik.jpg,Yabanci,0.857359
lfw_142_Kwon_Young-gil.jpg,Yabanci,0.829671
lfw_143_Jason_Kidd.jpg,Yabanci,0.724338
lfw_144_James_Carville.jpg,Yabanci,0.889911
lfw_145_Marcus_Allen.jpg,Yabanci,0.783964
lfw_146_Joe_Strummer.jpg,Yabanci,0.809982
lfw_147_Mike_Helton.jpg,Yabanci,0.915854
lfw_148_Heidi_Klum.jpg,Yabanci,0.841723
lfw_149_Brandon_Lloyd.jpg,Yabanci,0.771509
lfw_150_John_Salazar.jpg,Yabanci,0.780924
lfw_151_Taufik_Hidayat.jpg,Yabanci,0.899585
lfw_152_Dagmar_Dunlevy.jpg,Yabanci,0.740452
lfw_153_Edward_Norton.jpg,Yabanci,0.843239
lfw_154_Katherine_Harris.jpg,Yabanci,0.860291
lfw_155_Lucio_Angulo.jpg,Yabanci,0.710851
lfw_156_Mehmet_Ali_Sahin.jpg,Yabanci,0.847423
lfw_157_Bruce_Arena.jpg,Yabanci,0.742095
lfw_158_Javier_Vazquez.jpg,Yabanci,0.814069
lfw_159_Jimmy_Smits.jpg,Yabanci,0.838614
lfw_160_Pedro_Mahecha.jpg,Yabanci,0.848175
lfw_161_Delphine_Chuillot.jpg,Yabanci,0.735050
lfw_162_Jean_Chretien.jpg,Yabanci,0.847291
lfw_163_Mario_Lobo_Zagallo.jpg,Yabanci,0.702426
lfw_164_Bobby_Bowden.jpg,Yabanci,0.785008
lfw_165_Robert_Korzeniowski.jpg,Yabanci,0.751267
lfw_166_Dominique_de_Villepin.jpg,Yabanci,0.838744
lfw_167_Suzanne_Fox.jpg,Yabanci,0.808169
lfw_168_Carly_Fiorina.jpg,Yabanci,0.825979
lfw_169_Tommy_Thompson.jpg,Yabanci,0.761771
lfw_170_Mary_Frances_Seiter.jpg,Yabanci,0.660465
lfw_171_Robert_Blake.jpg,Yabanci,0.727761
lfw_172_Hoda_Asfor.jpg,Yabanci,0.809173
lfw_173_Sheldon_Silver.jpg,Yabanci,0.711113
lfw_174_Tom_Christerson.jpg,Yabanci,0.850486
lfw_175_Gwen_Stefani.jpg,Yabanci,0.752058
lfw_176_John_Cusack.jpg,Yabanci,0.805327
lfw_177_Joschka_Fischer.jpg,Yabanci,0.860468
lfw_178_Larry_Hagman.jpg,Yabanci,0.892426
lfw_179_George_McCloud.jpg,Yabanci,0.830973
lfw_180_Trent_Lott.jpg,Yabanci,0.813208
lfw_181_Kirk_Johnson.jpg,Yabanci,0.763962
lfw_182_Zhang_Ziyi.jpg,Yabanci,0.717067
lfw_183_Melanie_Griffith.jpg,Yabanci,0.936365
lfw_184_Tyler_Hamilton.jpg,Yabanci,0.837487
lfw_185_Julio_Cesar_Chavez.jpg,Yabanci,0.761887
lfw_186_Rob_Lowe.jpg,Yabanci,0.827770
lfw_187_George_Galloway.jpg,Yabanci,0.856602
lfw_188_Prince_Edward.jpg,Yabanci,0.703060
lfw_189_Miguel_Contreras.jpg,Yabanci,0.838483
lfw_190_Nadia_Petrova.jpg,Yabanci,0.731155
lfw_191_Olympia_Dukakis.jpg,Yabanci,0.833620
lfw_192_Pete_Sampras.jpg,Yabanci,0.851988
lfw_193_Pascal_Rheaume.jpg,Yabanci,0.743158
lfw_194_Gray_Davis.jpg,Yabanci,0.813905
lfw_195_Francis_Ricciardone.jpg,Yabanci,0.871243
lfw_196_Gil_de_Ferran.jpg,Yabanci,0.796857
lfw_197_Cha_Yung-gu.jpg,Yabanci,0.817117
lfw_198_Johnny_Carson.jpg,Yabanci,0.740950
lfw_199_Erwin_Abdullah.jpg,Yabanci,0.888729
