filename,true_class,score
lfw_020_Lindy_Ruff.jpg,Yabanci,0.863081
lfw_021_Li_Ruihuan.jpg,Yabanci,0.822987
lfw_022_Raf_Vallone.jpg,Yabanci,0.843973
lfw_023_Kevin_Satterfield.jpg,Yabanci,0.779458
lfw_024_Mehdi_Baala.jpg,Yabanci,0.941180
lfw_025_Dan_Monson.jpg,Yabanci,0.728303
lfw_026_Fernando_Henrique_Cardoso.jpg,Yabanci,0.869644
lfw_027_Gloria_Macapagal_Arroyo.jpg,Yabanci,0.718816
lfw_028_Roman_Polanski.jpg,Yabanci,0.722030
lfw_029_Tim_Floyd.jpg,Yabanci,0.818099
lfw_030_Silvia_Farina_Elia.jpg,Yabanci,0.842436
lfw_031_Mahmoud_Abbas.jpg,Yabanci,0.739039
lfw_032_Spencer_Abraham.jpg,Yabanci,0.880110
lfw_033_Costas_Simitis.jpg,Yabanci,0.852782
lfw_034_Debra_Yang.jpg,Yabanci,0.540964
lfw_035_Tariq_Aziz.jpg,Yabanci,0.700596
lfw_036_Maggie_Smith.jpg,Yabanci,0.676949
lfw_037_Nancy_Pelosi.jpg,Yabanci,0.803853
lfw_038_Shimon_Peres.jpg,Yabanci,0.687445
lfw_039_Brigitte_Boisselier.jpg,Yabanci,0.542556
lfw_040_Judith_Nathan.jpg,Yabanci,0.854196
lfw_041_Bill_Frist.jpg,Yabanci,0.728991
lfw_042_Han_Sung_Joo.jpg,Yabanci,0.777848
lfw_043_Claudia_Pechstein.jpg,Yabanci,0.614804
lfw_044_John_Allen_Muhammad.jpg,Yabanci,0.797235
lfw_045_Bulent_Ecevit.jpg,Yabanci,0.619906
lfw_046_James_Kelly.jpg,Yabanci,0.759996
lfw_047_Dick_Devine.jpg,Yabanci,0.908368
lfw_048_Jack_Straw.jpg,Yabanci,0.759713
lfw_049_Elizabeth_Hurley.jpg,Yabanci,0.781860
lfw_050_Jennifer_Lopez.jpg,Yabanci,0.641554
lfw_051_Jennifer_Capriati.jpg,Yabanci,1.063861
lfw_052_Peter_Arnett.jpg,Yabanci,0.710714
lfw_053_Bill_Clinton.jpg,Yabanci,0.741681
lfw_054_James_Watt.jpg,Yabanci,0.813229
lfw_055_Donald_Rumsfeld.jpg,Yabanci,0.907569
lfw_056_David_Rivkin_Jr.jpg,Yabanci,0.729469
lfw_057_David_Beckham.jpg,Yabanci,0.932409
lfw_058_Al_Gore.jpg,Yabanci,0.967411
lfw_059_Saddam_Hussein.jpg,Yabanci,0.777055
lfw_060_Roger_Corbett.jpg,Yabanci,0.775212
lfw_061_Karen_Mok.jpg,Yabanci,0.595623
lfw_062_Svetlana_Belousova.jpg,Yabanci,0.730621
lfw_063_Kim_Hong-gul.jpg,Yabanci,0.619625
lfw_064_Kate_Hudson.jpg,Yabanci,0.566001
lfw_065_Matt_Dillon.jpg,Yabanci,0.905411
lfw_066_Carlos_Menem.jpg,Yabanci,0.757344
lfw_067_Eric_Lindros.jpg,Yabanci,0.693012
lfw_068_Daryl_Hannah.jpg,Yabanci,0.819862
lfw_069_Celso_Amorim.jpg,Yabanci,0.668773
lfw_070_Sandra_Bullock.jpg,Yabanci,0.739719
lfw_071_Colin_Powell.jpg,Yabanci,0.780338
lfw_072_Michael_Powell.jpg,Yabanci,0.753924
lfw_073_Kofi_Annan.jpg,Yabanci,0.940156
lfw_074_Drew_Barrymore.jpg,Yabanci,0.651913
lfw_075_Justine_Henin.jpg,Yabanci,0.760830
lfw_076_Gerhard_Schroeder.jpg,Yabanci,0.785719
lfw_077_Juljia_Vysotskij.jpg,Yabanci,0.734283
lfw_078_Kang_Gum-sil.jpg,Yabanci,0.613151
lfw_079_Mack_Brown.jpg,Yabanci,0.859382
lfw_080_Alex_Wallau.jpg,Yabanci,0.711732
lfw_081_Taylyn_Solomon.jpg,Yabanci,0.763169
lfw_082_Bob_Hope.jpg,Yabanci,0.677041
lfw_083_Leonid_Kuchma.jpg,Yabanci,0.719653
lfw_084_Fernando_Hierro.jpg,Yabanci,0.839751
lfw_085_Steven_Spielberg.jpg,Yabanci,0.686842
lfw_086_Ariel_Sharon.jpg,Yabanci,0.812849
lfw_087_Stephen_Funk.jpg,Yabanci,0.753547
lfw_088_Nancy_Kerrigan.jpg,Yabanci,0.837599
lfw_089_LeBron_James.jpg,Yabanci,0.735424
lfw_090_Shane_Phillips.jpg,Yabanci,0.730801
lfw_091_Brian_Florence.jpg,Yabanci,0.960106
lfw_092_James_Cameron.jpg,Yabanci,0.791042
lfw_093_Shaukat_Aziz.jpg,Yabanci,0.988089
lfw_094_Patty_Schnyder.jpg,Yabanci,0.675042
lfw_095_Raja_Ibrahim.jpg,Yabanci,0.689540
lfw_096_Elizabeth_Pena.jpg,Yabanci,0.468913
lfw_097_Justin_Wilson.jpg,Yabanci,0.704261
lfw_098_Irwan_Fadzi_Idris.jpg,Yabanci,0.892373
lfw_099_Vanessa_Williams.jpg,Yabanci,0.841098
lfw_100_Franklin_Brown.jpg,Yabanci,0.873256
lfw_101_Mikhail_Youzhny.jpg,Yabanci,0.902102
lfw_102_Chung_Mong-joon.jpg,Yabanci,0.668672
lfw_103_Hillary_Clinton.jpg,Yabanci,0.626269
lfw_104_Thomas_Cloyd.jpg,Yabanci,0.867456
lfw_105_Sergio_Vieira_De_Mello.jpg,Yabanci,0.885821
lfw_106_David_Dewhurst.jpg,Yabanci,0.801731
lfw_107_Li_Changchun.jpg,Yabanci,0.875453
lfw_108_Bill_Nelson.jpg,Yabanci,0.828138
lfw_109_Latrell_Sprewell.jpg,Yabanci,1.069968
lfw_110_Rodrigo_Borja.jpg,Yabanci,0.757974
lfw_111_Thanongsak_Tuvinan.jpg,Yabanci,0.791434
lfw_112_Claire_Leger.jpg,Yabanci,0.710391
lfw_113_James_Meeks.jpg,Yabanci,0.760831
lfw_114_Suzanne_Torrance.jpg,Yabanci,0.913764
lfw_115_Jelena_Dokic.jpg,Yabanci,0.706392
lfw_116_Antonio_Palocci.jpg,Yabanci,0.649112
lfw_117_Jessica_Biel.jpg,Yabanci,0.630934
lfw_118_Judi_Patton.jpg,Yabanci,0.711014
lfw_119_Svetislav_Pesic.jpg,Yabanci,0.708412
lfw_120_Alvaro_Uribe.jpg,Yabanci,0.711433
lfw_121_Richard_Sambrook.jpg,Yabanci,0.666558
lfw_122_Audrey_Lacroix.jpg,Yabanci,0.639423
lfw_123_Tiffany_Limos.jpg,Yabanci,0.782978
lfw_124_Joe_Gatti.jpg,Yabanci,0.849330
lfw_125_Donald_Pettit.jpg,Yabanci,0.583626
lfw_126_Queen_Noor.jpg,Yabanci,0.707303
lfw_127_Gary_Winnick.jpg,Yabanci,0.865526
lfw_128_Donald_Fehr.jpg,Yabanci,0.902735
lfw_129_Yevgeny_Kafelnikov.jpg,Yabanci,0.785599
lfw_130_John_Kerry.jpg,Yabanci,0.876462
lfw_131_Matt_Doherty.jpg,Yabanci,0.766784
lfw_132_Clay_Aiken.jpg,Yabanci,0.804690
lfw_133_Steve_Ballmer.jpg,Yabanci,0.797265
lfw_134_Lane_Bryant.jpg,Yabanci,0.682788
lfw_135_Matt_Damon.jpg,Yabanci,0.906327
lfw_136_Tim_Henman.jpg,Yabanci,1.006797
lfw_137_Jim_Furyk.jpg,Yabanci,0.785537
lfw_138_Turner_Gill.jpg,Yabanci,0.770608
lfw_139_Pete_Rose.jpg,Yabanci,0.939088
lfw_140_Martin_Frost.jpg,Yabanci,0.732494
lfw_141_Alicia_Molik.jpg,Yabanci,0.832103
lfw_142_Kwon_Young-gil.jpg,Yabanci,0.666743
lfw_143_Jason_Kidd.jpg,Yabanci,0.869893
lfw_144_James_Carville.jpg,Yabanci,0.959303
lfw_145_Marcus_Allen.jpg,Yabanci,0.919049
lfw_146_Joe_Strummer.jpg,Yabanci,0.765054
lfw_147_Mike_Helton.jpg,Yabanci,0.860459
lfw_148_Heidi_Klum.jpg,Yabanci,0.969602
lfw_149_Brandon_Lloyd.jpg,Yabanci,0.771136
lfw_150_John_Salazar.jpg,Yabanci,0.801723
lfw_151_Taufik_Hidayat.jpg,Yabanci,0.837303
lfw_152_Dagmar_Dunlevy.jpg,Yabanci,0.641536
lfw_153_Edward_Norton.jpg,Yabanci,0.620727
lfw_154_Katherine_Harris.jpg,Yabanci,0.627517
lfw_155_Lucio_Angulo.jpg,Yabanci,0.722950
lfw_156_Mehmet_Ali_Sahin.jpg,Yabanci,0.800744
lfw_157_Bruce_Arena.jpg,Yabanci,0.794053
lfw_158_Javier_Vazquez.jpg,Yabanci,0.724568
lfw_159_Jimmy_Smits.jpg,Yabanci,0.872559
lfw_160_Pedro_Mahecha.jpg,Yabanci,0.736296
lfw_161_Delphine_Chuillot.jpg,Yabanci,0.399079
lfw_162_Jean_Chretien.jpg,Yabanci,0.858270
lfw_163_Mario_Lobo_Zagallo.jpg,Yabanci,0.808308
lfw_164_Bobby_Bowden.jpg,Yabanci,0.621989
lfw_165_Robert_Korzeniowski.jpg,Yabanci,0.889183
lfw_166_Dominique_de_Villepin.jpg,Yabanci,0.725317
lfw_167_Suzanne_Fox.jpg,Yabanci,0.731181
lfw_168_Carly_Fiorina.jpg,Yabanci,0.717466
lfw_169_Tommy_Thompson.jpg,Yabanci,0.793561
lfw_170_Mary_Frances_Seiter.jpg,Yabanci,0.530657
lfw_171_Robert_Blake.jpg,Yabanci,0.904892
lfw_172_Hoda_Asfor.jpg,Yabanci,0.637998
lfw_173_Sheldon_Silver.jpg,Yabanci,0.841441
lfw_174_Tom_Christerson.jpg,Yabanci,0.859907
lfw_175_Gwen_Stefani.jpg,Yabanci,0.387983
lfw_176_John_Cusack.jpg,Yabanci,0.691635
lfw_177_Joschka_Fischer.jpg,Yabanci,0.717208
lfw_178_Larry_Hagman.jpg,Yabanci,0.809074
lfw_179_George_McCloud.jpg,Yabanci,0.673090
lfw_180_Trent_Lott.jpg,Yabanci,0.855284
lfw_181_Kirk_Johnson.jpg,Yabanci,0.875473
lfw_182_Zhang_Ziyi.jpg,Yabanci,0.557632
lfw_183_Melanie_Griffith.jpg,Yabanci,0.730105
lfw_184_Tyler_Hamilton.jpg,Yabanci,0.715327
lfw_185_Julio_Cesar_Chavez.jpg,Yabanci,0.936769
lfw_186_Rob_Lowe.jpg,Yabanci,1.086972
lfw_187_George_Galloway.jpg,Yabanci,0.595298
lfw_188_Prince_Edward.jpg,Yabanci,0.817455
lfw_189_Miguel_Contreras.jpg,Yabanci,0.678810
lfw_190_Nadia_Petrova.jpg,Yabanci,0.658538
lfw_191_Olympia_Dukakis.jpg,Yabanci,0.735136
lfw_192_Pete_Sampras.jpg,Yabanci,0.785459
lfw_193_Pascal_Rheaume.jpg,Yabanci,0.771363
lfw_194_Gray_Davis.jpg,Yabanci,0.803082
lfw_195_Francis_Ricciardone.jpg,Yabanci,0.828985
lfw_196_Gil_de_Ferran.jpg,Yabanci,0.828891
lfw_197_Cha_Yung-gu.jpg,Yabanci,0.708282
lfw_198_Johnny_Carson.jpg,Yabanci,0.746217
lfw_199_Erwin_Abdullah.jpg,Yabanci,0.875885
